,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
470,13.0000,0.3200,0.6500,2.6000,0.0930,15.0000,47.0000,0.9996,3.0500,0.6100,10.6000,5
471,9.6000,0.5400,0.4200,2.4000,0.0810,25.0000,52.0000,0.9970,3.2000,0.7100,11.4000,6
472,12.5000,0.3700,0.5500,2.6000,0.0830,25.0000,68.0000,0.9995,3.1500,0.8200,10.4000,6
473,9.9000,0.3500,0.5500,2.1000,0.0620,5.0000,14.0000,0.9971,3.2600,0.7900,10.6000,5
474,10.5000,0.2800,0.5100,1.7000,0.0800,10.0000,24.0000,0.9982,3.2000,0.8900,9.4000,6
475,9.6000,0.6800,0.2400,2.2000,0.0870,5.0000,28.0000,0.9988,3.1400,0.6000,10.2000,5
476,9.3000,0.2700,0.4100,2.0000,0.0910,6.0000,16.0000,0.9980,3.2800,0.7000,9.7000,5
477,10.4000,0.2400,0.4900,1.8000,0.0750,6.0000,20.0000,0.9977,3.1800,1.0600,11.0000,6
478,9.6000,0.6800,0.2400,2.2000,0.0870,5.0000,28.0000,0.9988,3.1400,0.6000,10.2000,5
479,9.4000,0.6850,0.1100,2.7000,0.0770,6.0000,31.0000,0.9984,3.1900,0.7000,10.1000,6
480,10.6000,0.2800,0.3900,15.5000,0.0690,6.0000,23.0000,1.0026,3.1200,0.6600,9.2000,5
481,9.4000,0.3000,0.5600,2.8000,0.0800,6.0000,17.0000,0.9964,3.1500,0.9200,11.7000,8
482,10.6000,0.3600,0.5900,2.2000,0.1520,6.0000,18.0000,0.9986,3.0400,1.0500,9.4000,5
483,10.6000,0.3600,0.6000,2.2000,0.1520,7.0000,18.0000,0.9986,3.0400,1.0600,9.4000,5
484,10.6000,0.4400,0.6800,4.1000,0.1140,6.0000,24.0000,0.9970,3.0600,0.6600,13.4000,6
485,10.2000,0.6700,0.3900,1.9000,0.0540,6.0000,17.0000,0.9976,3.1700,0.4700,10.0000,5
486,10.2000,0.6700,0.3900,1.9000,0.0540,6.0000,17.0000,0.9976,3.1700,0.4700,10.0000,5
487,10.2000,0.6450,0.3600,1.8000,0.0530,5.0000,14.0000,0.9982,3.1700,0.4200,10.0000,6
488,11.6000,0.3200,0.5500,2.8000,0.0810,35.0000,67.0000,1.0002,3.3200,0.9200,10.8000,7
489,9.3000,0.3900,0.4000,2.6000,0.0730,10.0000,26.0000,0.9984,3.3400,0.7500,10.2000,6
490,9.3000,0.7750,0.2700,2.8000,0.0780,24.0000,56.0000,0.9984,3.3100,0.6700,10.6000,6
491,9.2000,0.4100,0.5000,2.5000,0.0550,12.0000,25.0000,0.9952,3.3400,0.7900,13.3000,7
492,8.9000,0.4000,0.5100,2.6000,0.0520,13.0000,27.0000,0.9950,3.3200,0.9000,13.4000,7
493,8.7000,0.6900,0.3100,3.0000,0.0860,23.0000,81.0000,1.0002,3.4800,0.7400,11.6000,6
494,6.5000,0.3900,0.2300,8.3000,0.0510,28.0000,91.0000,0.9952,3.4400,0.5500,12.1000,6
495,10.7000,0.3500,0.5300,2.6000,0.0700,5.0000,16.0000,0.9972,3.1500,0.6500,11.0000,8
496,7.8000,0.5200,0.2500,1.9000,0.0810,14.0000,38.0000,0.9984,3.4300,0.6500,9.0000,6
497,7.2000,0.3400,0.3200,2.5000,0.0900,43.0000,113.0000,0.9966,3.3200,0.7900,11.1000,5
498,10.7000,0.3500,0.5300,2.6000,0.0700,5.0000,16.0000,0.9972,3.1500,0.6500,11.0000,8
499,8.7000,0.6900,0.3100,3.0000,0.0860,23.0000,81.0000,1.0002,3.4800,0.7400,11.6000,6
500,7.8000,0.5200,0.2500,1.9000,0.0810,14.0000,38.0000,0.9984,3.4300,0.6500,9.0000,6
501,10.4000,0.4400,0.7300,6.5500,0.0740,38.0000,76.0000,0.9990,3.1700,0.8500,12.0000,7
502,10.4000,0.4400,0.7300,6.5500,0.0740,38.0000,76.0000,0.9990,3.1700,0.8500,12.0000,7
503,10.5000,0.2600,0.4700,1.9000,0.0780,6.0000,24.0000,0.9976,3.1800,1.0400,10.9000,7
504,10.5000,0.2400,0.4200,1.8000,0.0770,6.0000,22.0000,0.9976,3.2100,1.0500,10.8000,7
505,10.2000,0.4900,0.6300,2.9000,0.0720,10.0000,26.0000,0.9968,3.1600,0.7800,12.5000,7
506,10.4000,0.2400,0.4600,1.8000,0.0750,6.0000,21.0000,0.9976,3.2500,1.0200,10.8000,7
507,11.2000,0.6700,0.5500,2.3000,0.0840,6.0000,13.0000,1.0000,3.1700,0.7100,9.5000,6
508,10.0000,0.5900,0.3100,2.2000,0.0900,26.0000,62.0000,0.9994,3.1800,0.6300,10.2000,6
509,13.3000,0.2900,0.7500,2.8000,0.0840,23.0000,43.0000,0.9986,3.0400,0.6800,11.4000,7
510,12.4000,0.4200,0.4900,4.6000,0.0730,19.0000,43.0000,0.9978,3.0200,0.6100,9.5000,5
511,10.0000,0.5900,0.3100,2.2000,0.0900,26.0000,62.0000,0.9994,3.1800,0.6300,10.2000,6
512,10.7000,0.4000,0.4800,2.1000,0.1250,15.0000,49.0000,0.9980,3.0300,0.8100,9.7000,6
513,10.5000,0.5100,0.6400,2.4000,0.1070,6.0000,15.0000,0.9973,3.0900,0.6600,11.8000,7
514,10.5000,0.5100,0.6400,2.4000,0.1070,6.0000,15.0000,0.9973,3.0900,0.6600,11.8000,7
515,8.5000,0.6550,0.4900,6.1000,0.1220,34.0000,151.0000,1.0010,3.3100,1.1400,9.3000,5
516,12.5000,0.6000,0.4900,4.3000,0.1000,5.0000,14.0000,1.0010,3.2500,0.7400,11.9000,6
517,10.4000,0.6100,0.4900,2.1000,0.2000,5.0000,16.0000,0.9994,3.1600,0.6300,8.4000,3
518,10.9000,0.2100,0.4900,2.8000,0.0880,11.0000,32.0000,0.9972,3.2200,0.6800,11.7000,6
519,7.3000,0.3650,0.4900,2.5000,0.0880,39.0000,106.0000,0.9966,3.3600,0.7800,11.0000,5
520,9.8000,0.2500,0.4900,2.7000,0.0880,15.0000,33.0000,0.9982,3.4200,0.9000,10.0000,6
521,7.6000,0.4100,0.4900,2.0000,0.0880,16.0000,43.0000,0.9980,3.4800,0.6400,9.1000,5
522,8.2000,0.3900,0.4900,2.3000,0.0990,47.0000,133.0000,0.9979,3.3800,0.9900,9.8000,5
523,9.3000,0.4000,0.4900,2.5000,0.0850,38.0000,142.0000,0.9978,3.2200,0.5500,9.4000,5
524,9.2000,0.4300,0.4900,2.4000,0.0860,23.0000,116.0000,0.9976,3.2300,0.6400,9.5000,5
525,10.4000,0.6400,0.2400,2.8000,0.1050,29.0000,53.0000,0.9998,3.2400,0.6700,9.9000,5
526,7.3000,0.3650,0.4900,2.5000,0.0880,39.0000,106.0000,0.9966,3.3600,0.7800,11.0000,5
527,7.0000,0.3800,0.4900,2.5000,0.0970,33.0000,85.0000,0.9962,3.3900,0.7700,11.4000,6
528,8.2000,0.4200,0.4900,2.6000,0.0840,32.0000,55.0000,0.9988,3.3400,0.7500,8.7000,6
529,9.9000,0.6300,0.2400,2.4000,0.0770,6.0000,33.0000,0.9974,3.0900,0.5700,9.4000,5
530,9.1000,0.2200,0.2400,2.1000,0.0780,1.0000,28.0000,0.9990,3.4100,0.8700,10.3000,6
531,11.9000,0.3800,0.4900,2.7000,0.0980,12.0000,42.0000,1.0004,3.1600,0.6100,10.3000,5
532,11.9000,0.3800,0.4900,2.7000,0.0980,12.0000,42.0000,1.0004,3.1600,0.6100,10.3000,5
533,10.3000,0.2700,0.2400,2.1000,0.0720,15.0000,33.0000,0.9956,3.2200,0.6600,12.8000,6
534,10.0000,0.4800,0.2400,2.7000,0.1020,13.0000,32.0000,1.0000,3.2800,0.5600,10.0000,6
535,9.1000,0.2200,0.2400,2.1000,0.0780,1.0000,28.0000,0.9990,3.4100,0.8700,10.3000,6
536,9.9000,0.6300,0.2400,2.4000,0.0770,6.0000,33.0000,0.9974,3.0900,0.5700,9.4000,5
537,8.1000,0.8250,0.2400,2.1000,0.0840,5.0000,13.0000,0.9972,3.3700,0.7700,10.7000,6
538,12.9000,0.3500,0.4900,5.8000,0.0660,5.0000,35.0000,1.0014,3.2000,0.6600,12.0000,7
539,11.2000,0.5000,0.7400,5.1500,0.1000,5.0000,17.0000,0.9996,3.2200,0.6200,11.2000,5
540,9.2000,0.5900,0.2400,3.3000,0.1010,20.0000,47.0000,0.9988,3.2600,0.6700,9.6000,5
541,9.5000,0.4600,0.4900,6.3000,0.0640,5.0000,17.0000,0.9988,3.2100,0.7300,11.0000,6
542,9.3000,0.7150,0.2400,2.1000,0.0700,5.0000,20.0000,0.9966,3.1200,0.5900,9.9000,5
543,11.2000,0.6600,0.2400,2.5000,0.0850,16.0000,53.0000,0.9993,3.0600,0.7200,11.0000,6
544,14.3000,0.3100,0.7400,1.8000,0.0750,6.0000,15.0000,1.0008,2.8600,0.7900,8.4000,6
545,9.1000,0.4700,0.4900,2.6000,0.0940,38.0000,106.0000,0.9982,3.0800,0.5900,9.1000,5
546,7.5000,0.5500,0.2400,2.0000,0.0780,10.0000,28.0000,0.9983,3.4500,0.7800,9.5000,6
547,10.6000,0.3100,0.4900,2.5000,0.0670,6.0000,21.0000,0.9987,3.2600,0.8600,10.7000,6
548,12.4000,0.3500,0.4900,2.6000,0.0790,27.0000,69.0000,0.9994,3.1200,0.7500,10.4000,6
549,9.0000,0.5300,0.4900,1.9000,0.1710,6.0000,25.0000,0.9975,3.2700,0.6100,9.4000,6
550,6.8000,0.5100,0.0100,2.1000,0.0740,9.0000,25.0000,0.9958,3.3300,0.5600,9.5000,6
551,9.4000,0.4300,0.2400,2.8000,0.0920,14.0000,45.0000,0.9980,3.1900,0.7300,10.0000,6
552,9.5000,0.4600,0.2400,2.7000,0.0920,14.0000,44.0000,0.9980,3.1200,0.7400,10.0000,6
553,5.0000,1.0400,0.2400,1.6000,0.0500,32.0000,96.0000,0.9934,3.7400,0.6200,11.5000,5
554,15.5000,0.6450,0.4900,4.2000,0.0950,10.0000,23.0000,1.0031,2.9200,0.7400,11.1000,5
555,15.5000,0.6450,0.4900,4.2000,0.0950,10.0000,23.0000,1.0031,2.9200,0.7400,11.1000,5
556,10.9000,0.5300,0.4900,4.6000,0.1180,10.0000,17.0000,1.0002,3.0700,0.5600,11.7000,6
557,15.6000,0.6450,0.4900,4.2000,0.0950,10.0000,23.0000,1.0031,2.9200,0.7400,11.1000,5
558,10.9000,0.5300,0.4900,4.6000,0.1180,10.0000,17.0000,1.0002,3.0700,0.5600,11.7000,6
559,13.0000,0.4700,0.4900,4.3000,0.0850,6.0000,47.0000,1.0021,3.3000,0.6800,12.7000,6
560,12.7000,0.6000,0.4900,2.8000,0.0750,5.0000,19.0000,0.9994,3.1400,0.5700,11.4000,5
561,9.0000,0.4400,0.4900,2.4000,0.0780,26.0000,121.0000,0.9978,3.2300,0.5800,9.2000,5
562,9.0000,0.5400,0.4900,2.9000,0.0940,41.0000,110.0000,0.9982,3.0800,0.6100,9.2000,5
563,7.6000,0.2900,0.4900,2.7000,0.0920,25.0000,60.0000,0.9971,3.3100,0.6100,10.1000,6
564,13.0000,0.4700,0.4900,4.3000,0.0850,6.0000,47.0000,1.0021,3.3000,0.6800,12.7000,6
565,12.7000,0.6000,0.4900,2.8000,0.0750,5.0000,19.0000,0.9994,3.1400,0.5700,11.4000,5
566,8.7000,0.7000,0.2400,2.5000,0.2260,5.0000,15.0000,0.9991,3.3200,0.6000,9.0000,6
567,8.7000,0.7000,0.2400,2.5000,0.2260,5.0000,15.0000,0.9991,3.3200,0.6000,9.0000,6
568,9.8000,0.5000,0.4900,2.6000,0.2500,5.0000,20.0000,0.9990,3.3100,0.7900,10.7000,6
569,6.2000,0.3600,0.2400,2.2000,0.0950,19.0000,42.0000,0.9946,3.5700,0.5700,11.7000,6
570,11.5000,0.3500,0.4900,3.3000,0.0700,10.0000,37.0000,1.0003,3.3200,0.9100,11.0000,6
571,6.2000,0.3600,0.2400,2.2000,0.0950,19.0000,42.0000,0.9946,3.5700,0.5700,11.7000,6
572,10.2000,0.2400,0.4900,2.4000,0.0750,10.0000,28.0000,0.9978,3.1400,0.6100,10.4000,5
573,10.5000,0.5900,0.4900,2.1000,0.0700,14.0000,47.0000,0.9991,3.3000,0.5600,9.6000,4
574,10.6000,0.3400,0.4900,3.2000,0.0780,20.0000,78.0000,0.9992,3.1900,0.7000,10.0000,6
575,12.3000,0.2700,0.4900,3.1000,0.0790,28.0000,46.0000,0.9993,3.2000,0.8000,10.2000,6
576,9.9000,0.5000,0.2400,2.3000,0.1030,6.0000,14.0000,0.9978,3.3400,0.5200,10.0000,4
577,8.8000,0.4400,0.4900,2.8000,0.0830,18.0000,111.0000,0.9982,3.3000,0.6000,9.5000,5
578,8.8000,0.4700,0.4900,2.9000,0.0850,17.0000,110.0000,0.9982,3.2900,0.6000,9.8000,5
579,10.6000,0.3100,0.4900,2.2000,0.0630,18.0000,40.0000,0.9976,3.1400,0.5100,9.8000,6
580,12.3000,0.5000,0.4900,2.2000,0.0890,5.0000,14.0000,1.0002,3.1900,0.4400,9.6000,5
581,12.3000,0.5000,0.4900,2.2000,0.0890,5.0000,14.0000,1.0002,3.1900,0.4400,9.6000,5
582,11.7000,0.4900,0.4900,2.2000,0.0830,5.0000,15.0000,1.0000,3.1900,0.4300,9.2000,5
583,12.0000,0.2800,0.4900,1.9000,0.0740,10.0000,21.0000,0.9976,2.9800,0.6600,9.9000,7
584,11.8000,0.3300,0.4900,3.4000,0.0930,54.0000,80.0000,1.0002,3.3000,0.7600,10.7000,7
585,7.6000,0.5100,0.2400,2.4000,0.0910,8.0000,38.0000,0.9980,3.4700,0.6600,9.6000,6
586,11.1000,0.3100,0.4900,2.7000,0.0940,16.0000,47.0000,0.9986,3.1200,1.0200,10.6000,7
587,7.3000,0.7300,0.2400,1.9000,0.1080,18.0000,102.0000,0.9967,3.2600,0.5900,9.3000,5
588,5.0000,0.4200,0.2400,2.0000,0.0600,19.0000,50.0000,0.9917,3.7200,0.7400,14.0000,8
589,10.2000,0.2900,0.4900,2.6000,0.0590,5.0000,13.0000,0.9976,3.0500,0.7400,10.5000,7
590,9.0000,0.4500,0.4900,2.6000,0.0840,21.0000,75.0000,0.9987,3.3500,0.5700,9.7000,5
591,6.6000,0.3900,0.4900,1.7000,0.0700,23.0000,149.0000,0.9922,3.1200,0.5000,11.5000,6
592,9.0000,0.4500,0.4900,2.6000,0.0840,21.0000,75.0000,0.9987,3.3500,0.5700,9.7000,5
593,9.9000,0.4900,0.5800,3.5000,0.0940,9.0000,43.0000,1.0004,3.2900,0.5800,9.0000,5
594,7.9000,0.7200,0.1700,2.6000,0.0960,20.0000,38.0000,0.9978,3.4000,0.5300,9.5000,5
595,8.9000,0.5950,0.4100,7.9000,0.0860,30.0000,109.0000,0.9998,3.2700,0.5700,9.3000,5
596,12.4000,0.4000,0.5100,2.0000,0.0590,6.0000,24.0000,0.9994,3.0400,0.6000,9.3000,6
597,11.9000,0.5800,0.5800,1.9000,0.0710,5.0000,18.0000,0.9980,3.0900,0.6300,10.0000,6
598,8.5000,0.5850,0.1800,2.1000,0.0780,5.0000,30.0000,0.9967,3.2000,0.4800,9.8000,6
599,12.7000,0.5900,0.4500,2.3000,0.0820,11.0000,22.0000,1.0000,3.0000,0.7000,9.3000,6
600,8.2000,0.9150,0.2700,2.1000,0.0880,7.0000,23.0000,0.9962,3.2600,0.4700,10.0000,4
601,13.2000,0.4600,0.5200,2.2000,0.0710,12.0000,35.0000,1.0006,3.1000,0.5600,9.0000,6
602,7.7000,0.8350,0.0000,2.6000,0.0810,6.0000,14.0000,0.9975,3.3000,0.5200,9.3000,5
603,13.2000,0.4600,0.5200,2.2000,0.0710,12.0000,35.0000,1.0006,3.1000,0.5600,9.0000,6
604,8.3000,0.5800,0.1300,2.9000,0.0960,14.0000,63.0000,0.9984,3.1700,0.6200,9.1000,6
605,8.3000,0.6000,0.1300,2.6000,0.0850,6.0000,24.0000,0.9984,3.3100,0.5900,9.2000,6
606,9.4000,0.4100,0.4800,4.6000,0.0720,10.0000,20.0000,0.9973,3.3400,0.7900,12.2000,7
607,8.8000,0.4800,0.4100,3.3000,0.0920,26.0000,52.0000,0.9982,3.3100,0.5300,10.5000,6
608,10.1000,0.6500,0.3700,5.1000,0.1100,11.0000,65.0000,1.0026,3.3200,0.6400,10.4000,6
609,6.3000,0.3600,0.1900,3.2000,0.0750,15.0000,39.0000,0.9956,3.5600,0.5200,12.7000,6
610,8.8000,0.2400,0.5400,2.5000,0.0830,25.0000,57.0000,0.9983,3.3900,0.5400,9.2000,5
611,13.2000,0.3800,0.5500,2.7000,0.0810,5.0000,16.0000,1.0006,2.9800,0.5400,9.4000,5
612,7.5000,0.6400,0.0000,2.4000,0.0770,18.0000,29.0000,0.9965,3.3200,0.6000,10.0000,6
613,8.2000,0.3900,0.3800,1.5000,0.0580,10.0000,29.0000,0.9962,3.2600,0.7400,9.8000,5
614,9.2000,0.7550,0.1800,2.2000,0.1480,10.0000,103.0000,0.9969,2.8700,1.3600,10.2000,6
615,9.6000,0.6000,0.5000,2.3000,0.0790,28.0000,71.0000,0.9997,3.5000,0.5700,9.7000,5
616,9.6000,0.6000,0.5000,2.3000,0.0790,28.0000,71.0000,0.9997,3.5000,0.5700,9.7000,5
617,11.5000,0.3100,0.5100,2.2000,0.0790,14.0000,28.0000,0.9982,3.0300,0.9300,9.8000,6
618,11.4000,0.4600,0.5000,2.7000,0.1220,4.0000,17.0000,1.0006,3.1300,0.7000,10.2000,5
619,11.3000,0.3700,0.4100,2.3000,0.0880,6.0000,16.0000,0.9988,3.0900,0.8000,9.3000,5
620,8.3000,0.5400,0.2400,3.4000,0.0760,16.0000,112.0000,0.9976,3.2700,0.6100,9.4000,5
621,8.2000,0.5600,0.2300,3.4000,0.0780,14.0000,104.0000,0.9976,3.2800,0.6200,9.4000,5
622,10.0000,0.5800,0.2200,1.9000,0.0800,9.0000,32.0000,0.9974,3.1300,0.5500,9.5000,5
623,7.9000,0.5100,0.2500,2.9000,0.0770,21.0000,45.0000,0.9974,3.4900,0.9600,12.1000,6
624,6.8000,0.6900,0.0000,5.6000,0.1240,21.0000,58.0000,0.9997,3.4600,0.7200,10.2000,5
625,6.8000,0.6900,0.0000,5.6000,0.1240,21.0000,58.0000,0.9997,3.4600,0.7200,10.2000,5
626,8.8000,0.6000,0.2900,2.2000,0.0980,5.0000,15.0000,0.9988,3.3600,0.4900,9.1000,5
627,8.8000,0.6000,0.2900,2.2000,0.0980,5.0000,15.0000,0.9988,3.3600,0.4900,9.1000,5
628,8.7000,0.5400,0.2600,2.5000,0.0970,7.0000,31.0000,0.9976,3.2700,0.6000,9.3000,6
629,7.6000,0.6850,0.2300,2.3000,0.1110,20.0000,84.0000,0.9964,3.2100,0.6100,9.3000,5
630,8.7000,0.5400,0.2600,2.5000,0.0970,7.0000,31.0000,0.9976,3.2700,0.6000,9.3000,6
631,10.4000,0.2800,0.5400,2.7000,0.1050,5.0000,19.0000,0.9988,3.2500,0.6300,9.5000,5
632,7.6000,0.4100,0.1400,3.0000,0.0870,21.0000,43.0000,0.9964,3.3200,0.5700,10.5000,6
633,10.1000,0.9350,0.2200,3.4000,0.1050,11.0000,86.0000,1.0010,3.4300,0.6400,11.3000,4
634,7.9000,0.3500,0.2100,1.9000,0.0730,46.0000,102.0000,0.9964,3.2700,0.5800,9.5000,5
635,8.7000,0.8400,0.0000,1.4000,0.0650,24.0000,33.0000,0.9954,3.2700,0.5500,9.7000,5
636,9.6000,0.8800,0.2800,2.4000,0.0860,30.0000,147.0000,0.9979,3.2400,0.5300,9.4000,5
637,9.5000,0.8850,0.2700,2.3000,0.0840,31.0000,145.0000,0.9978,3.2400,0.5300,9.4000,5
638,7.7000,0.9150,0.1200,2.2000,0.1430,7.0000,23.0000,0.9964,3.3500,0.6500,10.2000,7
639,8.9000,0.2900,0.3500,1.9000,0.0670,25.0000,57.0000,0.9970,3.1800,1.3600,10.3000,6
640,9.9000,0.5400,0.4500,2.3000,0.0710,16.0000,40.0000,0.9991,3.3900,0.6200,9.4000,5
641,9.5000,0.5900,0.4400,2.3000,0.0710,21.0000,68.0000,0.9992,3.4600,0.6300,9.5000,5
642,9.9000,0.5400,0.4500,2.3000,0.0710,16.0000,40.0000,0.9991,3.3900,0.6200,9.4000,5
643,9.5000,0.5900,0.4400,2.3000,0.0710,21.0000,68.0000,0.9992,3.4600,0.6300,9.5000,5
644,9.9000,0.5400,0.4500,2.3000,0.0710,16.0000,40.0000,0.9991,3.3900,0.6200,9.4000,5
645,7.8000,0.6400,0.1000,6.0000,0.1150,5.0000,11.0000,0.9984,3.3700,0.6900,10.1000,7
646,7.3000,0.6700,0.0500,3.6000,0.1070,6.0000,20.0000,0.9972,3.4000,0.6300,10.1000,5
647,8.3000,0.8450,0.0100,2.2000,0.0700,5.0000,14.0000,0.9967,3.3200,0.5800,11.0000,4
648,8.7000,0.4800,0.3000,2.8000,0.0660,10.0000,28.0000,0.9964,3.3300,0.6700,11.2000,7
649,6.7000,0.4200,0.2700,8.6000,0.0680,24.0000,148.0000,0.9948,3.1600,0.5700,11.3000,6
650,10.7000,0.4300,0.3900,2.2000,0.1060,8.0000,32.0000,0.9986,2.8900,0.5000,9.6000,5
651,9.8000,0.8800,0.2500,2.5000,0.1040,35.0000,155.0000,1.0010,3.4100,0.6700,11.2000,5
652,15.9000,0.3600,0.6500,7.5000,0.0960,22.0000,71.0000,0.9976,2.9800,0.8400,14.9000,5
653,9.4000,0.3300,0.5900,2.8000,0.0790,9.0000,30.0000,0.9976,3.1200,0.5400,12.0000,6
654,8.6000,0.4700,0.4700,2.4000,0.0740,7.0000,29.0000,0.9979,3.0800,0.4600,9.5000,5
655,9.7000,0.5500,0.1700,2.9000,0.0870,20.0000,53.0000,1.0004,3.1400,0.6100,9.4000,5
656,10.7000,0.4300,0.3900,2.2000,0.1060,8.0000,32.0000,0.9986,2.8900,0.5000,9.6000,5
657,12.0000,0.5000,0.5900,1.4000,0.0730,23.0000,42.0000,0.9980,2.9200,0.6800,10.5000,7
658,7.2000,0.5200,0.0700,1.4000,0.0740,5.0000,20.0000,0.9973,3.3200,0.8100,9.6000,6
659,7.1000,0.8400,0.0200,4.4000,0.0960,5.0000,13.0000,0.9970,3.4100,0.5700,11.0000,4
660,7.2000,0.5200,0.0700,1.4000,0.0740,5.0000,20.0000,0.9973,3.3200,0.8100,9.6000,6
661,7.5000,0.4200,0.3100,1.6000,0.0800,15.0000,42.0000,0.9978,3.3100,0.6400,9.0000,5
662,7.2000,0.5700,0.0600,1.6000,0.0760,9.0000,27.0000,0.9972,3.3600,0.7000,9.6000,6
663,10.1000,0.2800,0.4600,1.8000,0.0500,5.0000,13.0000,0.9974,3.0400,0.7900,10.2000,6
664,12.1000,0.4000,0.5200,2.0000,0.0920,15.0000,54.0000,1.0000,3.0300,0.6600,10.2000,5
665,9.4000,0.5900,0.1400,2.0000,0.0840,25.0000,48.0000,0.9981,3.1400,0.5600,9.7000,5
666,8.3000,0.4900,0.3600,1.8000,0.2220,6.0000,16.0000,0.9980,3.1800,0.6000,9.5000,6
667,11.3000,0.3400,0.4500,2.0000,0.0820,6.0000,15.0000,0.9988,2.9400,0.6600,9.2000,6
668,10.0000,0.7300,0.4300,2.3000,0.0590,15.0000,31.0000,0.9966,3.1500,0.5700,11.0000,5
669,11.3000,0.3400,0.4500,2.0000,0.0820,6.0000,15.0000,0.9988,2.9400,0.6600,9.2000,6
670,6.9000,0.4000,0.2400,2.5000,0.0830,30.0000,45.0000,0.9959,3.2600,0.5800,10.0000,5
671,8.2000,0.7300,0.2100,1.7000,0.0740,5.0000,13.0000,0.9968,3.2000,0.5200,9.5000,5
672,9.8000,1.2400,0.3400,2.0000,0.0790,32.0000,151.0000,0.9980,3.1500,0.5300,9.5000,5
673,8.2000,0.7300,0.2100,1.7000,0.0740,5.0000,13.0000,0.9968,3.2000,0.5200,9.5000,5
674,10.8000,0.4000,0.4100,2.2000,0.0840,7.0000,17.0000,0.9984,3.0800,0.6700,9.3000,6
675,9.3000,0.4100,0.3900,2.2000,0.0640,12.0000,31.0000,0.9984,3.2600,0.6500,10.2000,5
676,10.8000,0.4000,0.4100,2.2000,0.0840,7.0000,17.0000,0.9984,3.0800,0.6700,9.3000,6
677,8.6000,0.8000,0.1100,2.3000,0.0840,12.0000,31.0000,0.9979,3.4000,0.4800,9.9000,5
678,8.3000,0.7800,0.1000,2.6000,0.0810,45.0000,87.0000,0.9983,3.4800,0.5300,10.0000,5
679,10.8000,0.2600,0.4500,3.3000,0.0600,20.0000,49.0000,0.9972,3.1300,0.5400,9.6000,5
680,13.3000,0.4300,0.5800,1.9000,0.0700,15.0000,40.0000,1.0004,3.0600,0.4900,9.0000,5
681,8.0000,0.4500,0.2300,2.2000,0.0940,16.0000,29.0000,0.9962,3.2100,0.4900,10.2000,6
682,8.5000,0.4600,0.3100,2.2500,0.0780,32.0000,58.0000,0.9980,3.3300,0.5400,9.8000,5
683,8.1000,0.7800,0.2300,2.6000,0.0590,5.0000,15.0000,0.9970,3.3700,0.5600,11.3000,5
684,9.8000,0.9800,0.3200,2.3000,0.0780,35.0000,152.0000,0.9980,3.2500,0.4800,9.4000,5
685,8.1000,0.7800,0.2300,2.6000,0.0590,5.0000,15.0000,0.9970,3.3700,0.5600,11.3000,5
686,7.1000,0.6500,0.1800,1.8000,0.0700,13.0000,40.0000,0.9970,3.4400,0.6000,9.1000,5
687,9.1000,0.6400,0.2300,3.1000,0.0950,13.0000,38.0000,0.9998,3.2800,0.5900,9.7000,5
688,7.7000,0.6600,0.0400,1.6000,0.0390,4.0000,9.0000,0.9962,3.4000,0.4700,9.4000,5
689,8.1000,0.3800,0.4800,1.8000,0.1570,5.0000,17.0000,0.9976,3.3000,1.0500,9.4000,5
690,7.4000,1.1850,0.0000,4.2500,0.0970,5.0000,14.0000,0.9966,3.6300,0.5400,10.7000,3
691,9.2000,0.9200,0.2400,2.6000,0.0870,12.0000,93.0000,0.9998,3.4800,0.5400,9.8000,5
692,8.6000,0.4900,0.5100,2.0000,0.4220,16.0000,62.0000,0.9979,3.0300,1.1700,9.0000,5
693,9.0000,0.4800,0.3200,2.8000,0.0840,21.0000,122.0000,0.9984,3.3200,0.6200,9.4000,5
694,9.0000,0.4700,0.3100,2.7000,0.0840,24.0000,125.0000,0.9984,3.3100,0.6100,9.4000,5
695,5.1000,0.4700,0.0200,1.3000,0.0340,18.0000,44.0000,0.9921,3.9000,0.6200,12.8000,6
696,7.0000,0.6500,0.0200,2.1000,0.0660,8.0000,25.0000,0.9972,3.4700,0.6700,9.5000,6
697,7.0000,0.6500,0.0200,2.1000,0.0660,8.0000,25.0000,0.9972,3.4700,0.6700,9.5000,6
698,9.4000,0.6150,0.2800,3.2000,0.0870,18.0000,72.0000,1.0001,3.3100,0.5300,9.7000,5
699,11.8000,0.3800,0.5500,2.1000,0.0710,5.0000,19.0000,0.9986,3.1100,0.6200,10.8000,6
700,10.6000,1.0200,0.4300,2.9000,0.0760,26.0000,88.0000,0.9984,3.0800,0.5700,10.1000,6
701,7.0000,0.6500,0.0200,2.1000,0.0660,8.0000,25.0000,0.9972,3.4700,0.6700,9.5000,6
702,7.0000,0.6400,0.0200,2.1000,0.0670,9.0000,23.0000,0.9970,3.4700,0.6700,9.4000,6
703,7.5000,0.3800,0.4800,2.6000,0.0730,22.0000,84.0000,0.9972,3.3200,0.7000,9.6000,4
704,9.1000,0.7650,0.0400,1.6000,0.0780,4.0000,14.0000,0.9980,3.2900,0.5400,9.7000,4
705,8.4000,1.0350,0.1500,6.0000,0.0730,11.0000,54.0000,0.9990,3.3700,0.4900,9.9000,5
